<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GMKN;60;20220118;210000;20.684.0000000
GMKN;60;20220118;220000;20.692.0000000
GMKN;60;20220118;230000;20.848.0000000
GMKN;60;20220119;000000;20.694.0000000
GMKN;60;20220119;080000;20.280.0000000
GMKN;60;20220119;090000;20.000.0000000
GMKN;60;20220119;100000;20.126.0000000
GMKN;60;20220119;110000;21.308.0000000
GMKN;60;20220119;120000;21.638.0000000
GMKN;60;20220119;130000;21.534.0000000
GMKN;60;20220119;140000;21.558.0000000
GMKN;60;20220119;150000;21.954.0000000
GMKN;60;20220119;160000;21.966.0000000
GMKN;60;20220119;170000;22.050.0000000
GMKN;60;20220119;180000;21.928.0000000
GMKN;60;20220119;190000;21.956.0000000
GMKN;60;20220119;200000;22.030.0000000
GMKN;60;20220119;210000;22.110.0000000
GMKN;60;20220119;220000;22.034.0000000
GMKN;60;20220119;230000;22.076.0000000
GMKN;60;20220120;000000;22.024.0000000
GMKN;60;20220120;080000;22.388.0000000
GMKN;60;20220120;090000;22.526.0000000
GMKN;60;20220120;100000;22.542.0000000
GMKN;60;20220120;110000;22.096.0000000
GMKN;60;20220120;120000;22.108.0000000
GMKN;60;20220120;130000;22.218.0000000
GMKN;60;20220120;140000;22.206.0000000
GMKN;60;20220120;150000;22.334.0000000
GMKN;60;20220120;160000;22.266.0000000
GMKN;60;20220120;170000;22.398.0000000
GMKN;60;20220120;180000;22.468.0000000
GMKN;60;20220120;190000;22.554.0000000
GMKN;60;20220120;200000;22.394.0000000
GMKN;60;20220120;210000;22.374.0000000
GMKN;60;20220120;220000;22.362.0000000
GMKN;60;20220120;230000;22.330.0000000
GMKN;60;20220121;000000;22.300.0000000
GMKN;60;20220121;080000;22.062.0000000
GMKN;60;20220121;090000;22.100.0000000
GMKN;60;20220121;100000;22.036.0000000
GMKN;60;20220121;110000;22.158.0000000
GMKN;60;20220121;120000;22.014.0000000
GMKN;60;20220121;130000;22.040.0000000
GMKN;60;20220121;140000;22.128.0000000
GMKN;60;20220121;150000;22.116.0000000
GMKN;60;20220121;160000;22.224.0000000
GMKN;60;20220121;170000;22.206.0000000
GMKN;60;20220121;180000;22.324.0000000
GMKN;60;20220121;190000;22.192.0000000
GMKN;60;20220121;200000;22.202.0000000
GMKN;60;20220121;210000;22.140.0000000
GMKN;60;20220121;220000;22.132.0000000
GMKN;60;20220121;230000;22.086.0000000
GMKN;60;20220122;000000;22.100.0000000
GMKN;60;20220124;080000;22.158.0000000
GMKN;60;20220124;090000;22.104.0000000
GMKN;60;20220124;100000;22.060.0000000
GMKN;60;20220124;110000;21.958.0000000
GMKN;60;20220124;120000;21.390.0000000
GMKN;60;20220124;130000;21.158.0000000
GMKN;60;20220124;140000;20.538.0000000
GMKN;60;20220124;150000;21.050.0000000
GMKN;60;20220124;160000;20.880.0000000
GMKN;60;20220124;170000;21.046.0000000
GMKN;60;20220124;180000;21.174.0000000
GMKN;60;20220124;190000;21.072.0000000
GMKN;60;20220124;200000;21.008.0000000
GMKN;60;20220124;210000;20.970.0000000
GMKN;60;20220124;220000;21.100.0000000
GMKN;60;20220124;230000;21.098.0000000
GMKN;60;20220125;000000;21.250.0000000
GMKN;60;20220125;080000;21.062.0000000
GMKN;60;20220125;090000;21.242.0000000
GMKN;60;20220125;100000;21.350.0000000
GMKN;60;20220125;110000;21.162.0000000
GMKN;60;20220125;120000;21.100.0000000
GMKN;60;20220125;130000;21.106.0000000
GMKN;60;20220125;140000;21.144.0000000
GMKN;60;20220125;150000;21.136.0000000
GMKN;60;20220125;160000;21.062.0000000
GMKN;60;20220125;170000;21.080.0000000
GMKN;60;20220125;180000;21.072.0000000
GMKN;60;20220125;190000;20.996.0000000
GMKN;60;20220125;200000;21.124.0000000
GMKN;60;20220125;210000;21.156.0000000
GMKN;60;20220125;220000;21.408.0000000
GMKN;60;20220125;230000;21.430.0000000
GMKN;60;20220126;000000;21.466.0000000
GMKN;60;20220126;080000;21.248.0000000
GMKN;60;20220126;090000;21.228.0000000
GMKN;60;20220126;100000;21.254.0000000
GMKN;60;20220126;110000;21.200.0000000
GMKN;60;20220126;120000;21.586.0000000
GMKN;60;20220126;130000;21.624.0000000
GMKN;60;20220126;140000;21.710.0000000
GMKN;60;20220126;150000;22.024.0000000
GMKN;60;20220126;160000;21.870.0000000
GMKN;60;20220126;170000;22.208.0000000
GMKN;60;20220126;180000;22.220.0000000
GMKN;60;20220126;190000;22.064.0000000
GMKN;60;20220126;200000;22.008.0000000
GMKN;60;20220126;210000;22.046.0000000
GMKN;60;20220126;220000;22.022.0000000
GMKN;60;20220126;230000;21.902.0000000
GMKN;60;20220127;000000;21.788.0000000
GMKN;60;20220127;080000;21.740.0000000
GMKN;60;20220127;090000;21.644.0000000
GMKN;60;20220127;100000;21.510.0000000
GMKN;60;20220127;110000;21.902.0000000
GMKN;60;20220127;120000;22.068.0000000
GMKN;60;20220127;130000;22.236.0000000
GMKN;60;20220127;140000;22.270.0000000
GMKN;60;20220127;150000;22.158.0000000
GMKN;60;20220127;160000;22.300.0000000
GMKN;60;20220127;170000;22.380.0000000
GMKN;60;20220127;180000;22.180.0000000
GMKN;60;20220127;190000;22.036.0000000
GMKN;60;20220127;200000;22.144.0000000
GMKN;60;20220127;210000;22.088.0000000
GMKN;60;20220127;220000;22.098.0000000
GMKN;60;20220127;230000;22.080.0000000
GMKN;60;20220128;000000;22.066.0000000
GMKN;60;20220128;080000;22.118.0000000
GMKN;60;20220128;090000;22.330.0000000
GMKN;60;20220128;100000;22.272.0000000
GMKN;60;20220128;110000;22.006.0000000
GMKN;60;20220128;120000;22.102.0000000
GMKN;60;20220128;130000;22.206.0000000
GMKN;60;20220128;140000;22.216.0000000
GMKN;60;20220128;150000;22.124.0000000
GMKN;60;20220128;160000;22.010.0000000
GMKN;60;20220128;170000;22.072.0000000
GMKN;60;20220128;180000;22.086.0000000
GMKN;60;20220128;190000;22.140.0000000
GMKN;60;20220128;200000;22.062.0000000
GMKN;60;20220128;210000;22.064.0000000
GMKN;60;20220128;220000;22.080.0000000
GMKN;60;20220128;230000;22.014.0000000
GMKN;60;20220129;000000;22.082.0000000
GMKN;60;20220131;080000;22.196.0000000
GMKN;60;20220131;090000;22.192.0000000
GMKN;60;20220131;100000;22.194.0000000
GMKN;60;20220131;110000;22.374.0000000
GMKN;60;20220131;120000;22.248.0000000
GMKN;60;20220131;130000;22.138.0000000
GMKN;60;20220131;140000;22.060.0000000
GMKN;60;20220131;150000;21.938.0000000
GMKN;60;20220131;160000;21.886.0000000
GMKN;60;20220131;170000;21.944.0000000
GMKN;60;20220131;180000;21.810.0000000
GMKN;60;20220131;190000;21.700.0000000
GMKN;60;20220131;200000;21.850.0000000
GMKN;60;20220131;210000;21.886.0000000
GMKN;60;20220131;220000;21.950.0000000
GMKN;60;20220131;230000;21.956.0000000
GMKN;60;20220201;000000;21.916.0000000
GMKN;60;20220201;080000;21.868.0000000
GMKN;60;20220201;090000;21.816.0000000
GMKN;60;20220201;100000;21.816.0000000
GMKN;60;20220201;110000;21.764.0000000
GMKN;60;20220201;120000;21.904.0000000
GMKN;60;20220201;130000;21.862.0000000
GMKN;60;20220201;140000;21.860.0000000
GMKN;60;20220201;150000;21.988.0000000
GMKN;60;20220201;160000;21.882.0000000
GMKN;60;20220201;170000;21.890.0000000
GMKN;60;20220201;180000;21.896.0000000
GMKN;60;20220201;190000;21.826.0000000
GMKN;60;20220201;200000;21.830.0000000
GMKN;60;20220201;210000;21.844.0000000
GMKN;60;20220201;220000;21.800.0000000
GMKN;60;20220201;230000;21.822.0000000
GMKN;60;20220202;000000;21.948.0000000
GMKN;60;20220202;080000;21.896.0000000
GMKN;60;20220202;090000;21.938.0000000
GMKN;60;20220202;100000;21.990.0000000
GMKN;60;20220202;110000;21.840.0000000
GMKN;60;20220202;120000;21.776.0000000
GMKN;60;20220202;130000;21.616.0000000
GMKN;60;20220202;140000;21.610.0000000
GMKN;60;20220202;150000;21.700.0000000
GMKN;60;20220202;160000;21.706.0000000
GMKN;60;20220202;170000;21.686.0000000
GMKN;60;20220202;180000;21.704.0000000
GMKN;60;20220202;190000;21.784.0000000
GMKN;60;20220202;200000;21.652.0000000
GMKN;60;20220202;210000;21.726.0000000
GMKN;60;20220202;220000;21.712.0000000
GMKN;60;20220202;230000;21.720.0000000
GMKN;60;20220203;000000;21.670.0000000
GMKN;60;20220203;080000;21.610.0000000
GMKN;60;20220203;090000;21.652.0000000
GMKN;60;20220203;100000;21.602.0000000
GMKN;60;20220203;110000;21.460.0000000
GMKN;60;20220203;120000;21.466.0000000
GMKN;60;20220203;130000;21.280.0000000
GMKN;60;20220203;140000;21.382.0000000
GMKN;60;20220203;150000;21.458.0000000
GMKN;60;20220203;160000;21.496.0000000
GMKN;60;20220203;170000;21.470.0000000
GMKN;60;20220203;180000;21.384.0000000
GMKN;60;20220203;190000;21.406.0000000
GMKN;60;20220203;200000;21.310.0000000
GMKN;60;20220203;210000;21.342.0000000
GMKN;60;20220203;220000;21.400.0000000
GMKN;60;20220203;230000;21.404.0000000
GMKN;60;20220204;000000;21.392.0000000
GMKN;60;20220204;080000;21.462.0000000
GMKN;60;20220204;090000;21.498.0000000
GMKN;60;20220204;100000;21.508.0000000
GMKN;60;20220204;110000;21.652.0000000
GMKN;60;20220204;120000;21.680.0000000
GMKN;60;20220204;130000;21.618.0000000
GMKN;60;20220204;140000;21.612.0000000
GMKN;60;20220204;150000;21.474.0000000
GMKN;60;20220204;160000;21.520.0000000
GMKN;60;20220204;170000;21.458.0000000
GMKN;60;20220204;180000;21.460.0000000
GMKN;60;20220204;190000;21.360.0000000
GMKN;60;20220204;200000;21.370.0000000
GMKN;60;20220204;210000;21.354.0000000
GMKN;60;20220204;220000;21.446.0000000
GMKN;60;20220204;230000;21.436.0000000
GMKN;60;20220205;000000;21.400.0000000
GMKN;60;20220207;080000;21.468.0000000
GMKN;60;20220207;090000;21.420.0000000
GMKN;60;20220207;100000;21.546.0000000
GMKN;60;20220207;110000;21.426.0000000
GMKN;60;20220207;120000;21.400.0000000
GMKN;60;20220207;130000;21.286.0000000
GMKN;60;20220207;140000;21.336.0000000
GMKN;60;20220207;150000;21.404.0000000
GMKN;60;20220207;160000;21.416.0000000
GMKN;60;20220207;170000;21.438.0000000
GMKN;60;20220207;180000;21.394.0000000
GMKN;60;20220207;190000;21.440.0000000
GMKN;60;20220207;200000;21.542.0000000
GMKN;60;20220207;210000;21.610.0000000
GMKN;60;20220207;220000;21.618.0000000
GMKN;60;20220207;230000;21.600.0000000
GMKN;60;20220208;000000;21.580.0000000
GMKN;60;20220208;080000;21.562.0000000
GMKN;60;20220208;090000;21.514.0000000
GMKN;60;20220208;100000;21.674.0000000
GMKN;60;20220208;110000;21.712.0000000
GMKN;60;20220208;120000;22.042.0000000
GMKN;60;20220208;130000;22.310.0000000
GMKN;60;20220208;140000;22.206.0000000
GMKN;60;20220208;150000;22.316.0000000
GMKN;60;20220208;160000;22.250.0000000
GMKN;60;20220208;170000;22.188.0000000
GMKN;60;20220208;180000;22.234.0000000
GMKN;60;20220208;190000;22.372.0000000
GMKN;60;20220208;200000;22.414.0000000
GMKN;60;20220208;210000;22.358.0000000
GMKN;60;20220208;220000;22.360.0000000
GMKN;60;20220208;230000;22.344.0000000
GMKN;60;20220209;000000;22.372.0000000
GMKN;60;20220209;080000;22.526.0000000
GMKN;60;20220209;090000;22.528.0000000
GMKN;60;20220209;100000;22.562.0000000
GMKN;60;20220209;110000;22.482.0000000
GMKN;60;20220209;120000;22.418.0000000
GMKN;60;20220209;130000;22.480.0000000
GMKN;60;20220209;140000;22.524.0000000
GMKN;60;20220209;150000;22.538.0000000
GMKN;60;20220209;160000;22.478.0000000
GMKN;60;20220209;170000;22.546.0000000
GMKN;60;20220209;180000;22.742.0000000
GMKN;60;20220209;190000;22.798.0000000
GMKN;60;20220209;200000;22.684.0000000
GMKN;60;20220209;210000;22.706.0000000
GMKN;60;20220209;220000;22.670.0000000
GMKN;60;20220209;230000;22.610.0000000
GMKN;60;20220210;000000;22.674.0000000
GMKN;60;20220210;080000;22.630.0000000
GMKN;60;20220210;090000;22.566.0000000
GMKN;60;20220210;100000;22.772.0000000
GMKN;60;20220210;110000;22.492.0000000
GMKN;60;20220210;120000;22.384.0000000
GMKN;60;20220210;130000;22.526.0000000
GMKN;60;20220210;140000;22.718.0000000
GMKN;60;20220210;150000;22.528.0000000
GMKN;60;20220210;160000;22.580.0000000
GMKN;60;20220210;170000;22.444.0000000
GMKN;60;20220210;180000;22.610.0000000
GMKN;60;20220210;190000;22.668.0000000
GMKN;60;20220210;200000;22.750.0000000
GMKN;60;20220210;210000;22.650.0000000
GMKN;60;20220210;220000;22.564.0000000
GMKN;60;20220210;230000;22.512.0000000
GMKN;60;20220211;000000;22.454.0000000
GMKN;60;20220211;080000;22.372.0000000
GMKN;60;20220211;090000;22.354.0000000
GMKN;60;20220211;100000;22.294.0000000
GMKN;60;20220211;110000;22.462.0000000
GMKN;60;20220211;120000;22.082.0000000
GMKN;60;20220211;130000;21.744.0000000
GMKN;60;20220211;140000;21.832.0000000
GMKN;60;20220211;150000;21.942.0000000
GMKN;60;20220211;160000;21.928.0000000
GMKN;60;20220211;170000;22.038.0000000
GMKN;60;20220211;180000;22.012.0000000
GMKN;60;20220211;190000;22.078.0000000
GMKN;60;20220211;200000;22.038.0000000
GMKN;60;20220211;210000;22.008.0000000
GMKN;60;20220211;220000;21.666.0000000
GMKN;60;20220211;230000;21.698.0000000
GMKN;60;20220212;000000;21.688.0000000
GMKN;60;20220214;080000;21.586.0000000
GMKN;60;20220214;090000;21.706.0000000
GMKN;60;20220214;100000;21.540.0000000
GMKN;60;20220214;110000;21.714.0000000
GMKN;60;20220214;120000;21.626.0000000
GMKN;60;20220214;130000;21.882.0000000
GMKN;60;20220214;140000;21.954.0000000
GMKN;60;20220214;150000;21.994.0000000
GMKN;60;20220214;160000;22.116.0000000
GMKN;60;20220214;170000;22.026.0000000
GMKN;60;20220214;180000;21.950.0000000
GMKN;60;20220214;190000;21.948.0000000
GMKN;60;20220214;200000;22.068.0000000
GMKN;60;20220214;210000;22.068.0000000
GMKN;60;20220214;220000;21.900.0000000
GMKN;60;20220214;230000;22.082.0000000
GMKN;60;20220215;000000;22.082.0000000
GMKN;60;20220215;080000;22.146.0000000
GMKN;60;20220215;090000;22.128.0000000
GMKN;60;20220215;100000;22.138.0000000
GMKN;60;20220215;110000;22.112.0000000
GMKN;60;20220215;120000;22.446.0000000
GMKN;60;20220215;130000;22.472.0000000
GMKN;60;20220215;140000;22.268.0000000
GMKN;60;20220215;150000;22.292.0000000
GMKN;60;20220215;160000;22.344.0000000
GMKN;60;20220215;170000;22.388.0000000
GMKN;60;20220215;180000;22.268.0000000
GMKN;60;20220215;190000;22.272.0000000
GMKN;60;20220215;200000;22.228.0000000
GMKN;60;20220215;210000;22.228.0000000
GMKN;60;20220215;220000;22.264.0000000
GMKN;60;20220215;230000;22.270.0000000
GMKN;60;20220216;000000;22.324.0000000
GMKN;60;20220216;080000;22.380.0000000
GMKN;60;20220216;090000;22.406.0000000
GMKN;60;20220216;100000;22.420.0000000
GMKN;60;20220216;110000;22.314.0000000
GMKN;60;20220216;120000;22.464.0000000
GMKN;60;20220216;130000;22.326.0000000
GMKN;60;20220216;140000;22.170.0000000
GMKN;60;20220216;150000;22.250.0000000
GMKN;60;20220216;160000;22.246.0000000
GMKN;60;20220216;170000;22.342.0000000
GMKN;60;20220216;180000;22.372.0000000
GMKN;60;20220216;190000;22.380.0000000
GMKN;60;20220216;200000;22.282.0000000
GMKN;60;20220216;210000;22.276.0000000
GMKN;60;20220216;220000;22.302.0000000
GMKN;60;20220216;230000;22.332.0000000
GMKN;60;20220217;000000;22.304.0000000
GMKN;60;20220217;080000;22.150.0000000
GMKN;60;20220217;090000;22.106.0000000
GMKN;60;20220217;100000;22.090.0000000
GMKN;60;20220217;110000;22.080.0000000
GMKN;60;20220217;120000;22.018.0000000
GMKN;60;20220217;130000;22.100.0000000
GMKN;60;20220217;140000;22.120.0000000
GMKN;60;20220217;150000;22.124.0000000
GMKN;60;20220217;160000;22.054.0000000
GMKN;60;20220217;170000;22.002.0000000
GMKN;60;20220217;180000;21.748.0000000
GMKN;60;20220217;190000;21.698.0000000
GMKN;60;20220217;200000;21.828.0000000
GMKN;60;20220217;210000;21.808.0000000
GMKN;60;20220217;220000;21.762.0000000
GMKN;60;20220217;230000;21.742.0000000
GMKN;60;20220218;000000;21.774.0000000
GMKN;60;20220218;080000;22.022.0000000
GMKN;60;20220218;090000;21.970.0000000
GMKN;60;20220218;100000;21.956.0000000
GMKN;60;20220218;110000;21.786.0000000
GMKN;60;20220218;120000;21.758.0000000
GMKN;60;20220218;130000;21.742.0000000
GMKN;60;20220218;140000;21.688.0000000
GMKN;60;20220218;150000;21.598.0000000
GMKN;60;20220218;160000;21.682.0000000
GMKN;60;20220218;170000;21.434.0000000
GMKN;60;20220218;180000;21.636.0000000
GMKN;60;20220218;190000;21.490.0000000
GMKN;60;20220218;200000;21.502.0000000
GMKN;60;20220218;210000;21.478.0000000
GMKN;60;20220218;220000;21.434.0000000
GMKN;60;20220218;230000;21.536.0000000
GMKN;60;20220219;000000;21.450.0000000
GMKN;60;20220221;080000;21.728.0000000
GMKN;60;20220221;090000;21.760.0000000
GMKN;60;20220221;100000;21.764.0000000
GMKN;60;20220221;110000;21.486.0000000
GMKN;60;20220221;120000;21.104.0000000
GMKN;60;20220221;130000;21.074.0000000
GMKN;60;20220221;140000;20.738.0000000
GMKN;60;20220221;150000;20.622.0000000
GMKN;60;20220221;160000;20.616.0000000
GMKN;60;20220221;170000;20.408.0000000
GMKN;60;20220221;180000;19.278.0000000
GMKN;60;20220221;190000;20.200.0000000
GMKN;60;20220221;200000;20.186.0000000
GMKN;60;20220221;210000;19.340.0000000
GMKN;60;20220221;220000;18.664.0000000
GMKN;60;20220221;230000;19.294.0000000
GMKN;60;20220222;000000;19.252.0000000
GMKN;60;20220222;080000;19.490.0000000
GMKN;60;20220222;090000;19.690.0000000
GMKN;60;20220222;100000;19.008.0000000
GMKN;60;20220222;110000;19.688.0000000
GMKN;60;20220222;120000;19.760.0000000
GMKN;60;20220222;130000;19.960.0000000
GMKN;60;20220222;140000;20.304.0000000
GMKN;60;20220222;150000;20.266.0000000
GMKN;60;20220222;160000;20.430.0000000
GMKN;60;20220222;170000;20.938.0000000
GMKN;60;20220222;180000;21.032.0000000
GMKN;60;20220222;190000;21.306.0000000
GMKN;60;20220222;200000;20.730.0000000
GMKN;60;20220222;210000;20.668.0000000
GMKN;60;20220222;220000;20.648.0000000
GMKN;60;20220222;230000;21.142.0000000
GMKN;60;20220223;000000;21.150.0000000
GMKN;60;20220224;080000;18.530.0000000
GMKN;60;20220224;100000;18.530.0000000
GMKN;60;20220224;110000;16.350.0000000
GMKN;60;20220224;120000;15.008.0000000
GMKN;60;20220224;130000;19.112.0000000
GMKN;60;20220224;140000;17.994.0000000
GMKN;60;20220224;150000;17.802.0000000
GMKN;60;20220224;160000;17.458.0000000
GMKN;60;20220224;170000;17.820.0000000
GMKN;60;20220224;180000;17.300.0000000
GMKN;60;20220224;190000;17.616.0000000
GMKN;60;20220224;200000;17.568.0000000
GMKN;60;20220224;210000;18.400.0000000
GMKN;60;20220224;220000;18.580.0000000
GMKN;60;20220224;230000;18.700.0000000
GMKN;60;20220225;000000;18.200.0000000
GMKN;60;20220225;100000;18.564.0000000
GMKN;60;20220225;110000;19.460.0000000
GMKN;60;20220225;120000;19.254.0000000
GMKN;60;20220225;130000;19.048.0000000
GMKN;60;20220225;140000;18.800.0000000
GMKN;60;20220225;150000;18.898.0000000
GMKN;60;20220225;160000;19.380.0000000
GMKN;60;20220225;170000;20.052.0000000
GMKN;60;20220225;180000;20.164.0000000
GMKN;60;20220225;190000;20.000.0000000
GMKN;60;20220225;200000;20.034.0000000
GMKN;60;20220225;210000;19.474.0000000
GMKN;60;20220225;220000;19.134.0000000
GMKN;60;20220225;230000;19.404.0000000
GMKN;60;20220226;000000;19.052.0000000
GMKN;60;20220324;110000;22.000.0000000
GMKN;60;20220324;120000;21.984.0000000
GMKN;60;20220324;130000;21.268.0000000
GMKN;60;20220324;140000;20.990.0000000
GMKN;60;20220325;110000;20.598.0000000
GMKN;60;20220325;120000;20.860.0000000
GMKN;60;20220325;130000;20.976.0000000
GMKN;60;20220325;140000;21.070.0000000
GMKN;60;20220328;110000;20.896.0000000
GMKN;60;20220328;120000;20.936.0000000
GMKN;60;20220328;130000;20.932.0000000
GMKN;60;20220328;140000;20.850.0000000
GMKN;60;20220329;110000;20.758.0000000
GMKN;60;20220329;120000;20.794.0000000
GMKN;60;20220329;130000;19.706.0000000
GMKN;60;20220329;140000;20.028.0000000
GMKN;60;20220330;110000;20.694.0000000
GMKN;60;20220330;120000;20.598.0000000
GMKN;60;20220330;130000;20.454.0000000
GMKN;60;20220330;140000;20.462.0000000
GMKN;60;20220331;110000;20.800.0000000
GMKN;60;20220331;120000;20.782.0000000
GMKN;60;20220331;130000;20.888.0000000
GMKN;60;20220331;140000;20.938.0000000
GMKN;60;20220331;150000;20.992.0000000
GMKN;60;20220331;160000;20.906.0000000
GMKN;60;20220331;170000;20.970.0000000
GMKN;60;20220331;180000;21.100.0000000
GMKN;60;20220331;190000;20.974.0000000
GMKN;60;20220401;110000;21.398.0000000
GMKN;60;20220401;120000;21.258.0000000
GMKN;60;20220401;130000;21.444.0000000
GMKN;60;20220401;140000;21.400.0000000
GMKN;60;20220401;150000;21.494.0000000
GMKN;60;20220401;160000;21.520.0000000
GMKN;60;20220401;170000;21.692.0000000
GMKN;60;20220401;180000;21.648.0000000
GMKN;60;20220401;190000;21.500.0000000
GMKN;60;20220404;110000;21.538.0000000
GMKN;60;20220404;120000;21.618.0000000
GMKN;60;20220404;130000;21.590.0000000
GMKN;60;20220404;140000;21.580.0000000
GMKN;60;20220404;150000;21.610.0000000
GMKN;60;20220404;160000;21.634.0000000
GMKN;60;20220404;170000;21.720.0000000
GMKN;60;20220404;180000;21.790.0000000
GMKN;60;20220404;190000;21.750.0000000
GMKN;60;20220405;110000;21.614.0000000
GMKN;60;20220405;120000;21.472.0000000
GMKN;60;20220405;130000;21.248.0000000
GMKN;60;20220405;140000;21.000.0000000
GMKN;60;20220405;150000;21.094.0000000
GMKN;60;20220405;160000;20.938.0000000
GMKN;60;20220405;170000;21.194.0000000
GMKN;60;20220405;180000;21.086.0000000
GMKN;60;20220405;190000;20.986.0000000
GMKN;60;20220406;110000;21.240.0000000
GMKN;60;20220406;120000;21.238.0000000
GMKN;60;20220406;130000;21.500.0000000
GMKN;60;20220406;140000;21.390.0000000
GMKN;60;20220406;150000;21.330.0000000
GMKN;60;20220406;160000;21.370.0000000
GMKN;60;20220406;170000;21.146.0000000
GMKN;60;20220406;180000;21.244.0000000
GMKN;60;20220406;190000;21.150.0000000
GMKN;60;20220407;110000;21.326.0000000
GMKN;60;20220407;120000;21.174.0000000
GMKN;60;20220407;130000;21.216.0000000
GMKN;60;20220407;140000;21.150.0000000
GMKN;60;20220407;150000;21.156.0000000
GMKN;60;20220407;160000;21.180.0000000
GMKN;60;20220407;170000;21.162.0000000
GMKN;60;20220407;180000;21.002.0000000
GMKN;60;20220407;190000;21.050.0000000
GMKN;60;20220408;110000;20.902.0000000
GMKN;60;20220408;120000;20.944.0000000
GMKN;60;20220408;130000;20.942.0000000
GMKN;60;20220408;140000;20.984.0000000
GMKN;60;20220408;150000;20.866.0000000
GMKN;60;20220408;160000;20.680.0000000
GMKN;60;20220408;170000;21.038.0000000
GMKN;60;20220408;180000;21.186.0000000
GMKN;60;20220408;190000;21.112.0000000
GMKN;60;20220411;110000;21.300.0000000
GMKN;60;20220411;120000;21.322.0000000
GMKN;60;20220411;130000;21.224.0000000
GMKN;60;20220411;140000;21.220.0000000
GMKN;60;20220411;150000;21.200.0000000
GMKN;60;20220411;160000;21.194.0000000
GMKN;60;20220411;170000;21.102.0000000
GMKN;60;20220411;180000;21.036.0000000
GMKN;60;20220411;190000;21.006.0000000
GMKN;60;20220412;110000;20.890.0000000
GMKN;60;20220412;120000;20.986.0000000
GMKN;60;20220412;130000;20.880.0000000
GMKN;60;20220412;140000;20.920.0000000
GMKN;60;20220412;150000;20.944.0000000
GMKN;60;20220412;160000;21.012.0000000
GMKN;60;20220412;170000;20.972.0000000
GMKN;60;20220412;180000;20.970.0000000
GMKN;60;20220412;190000;20.990.0000000
GMKN;60;20220413;110000;20.948.0000000
GMKN;60;20220413;120000;20.890.0000000
GMKN;60;20220413;130000;20.900.0000000
GMKN;60;20220413;140000;20.888.0000000
GMKN;60;20220413;150000;20.878.0000000
GMKN;60;20220413;160000;20.844.0000000
GMKN;60;20220413;170000;20.724.0000000
GMKN;60;20220413;180000;20.770.0000000
GMKN;60;20220413;190000;20.794.0000000
GMKN;60;20220414;110000;20.658.0000000
GMKN;60;20220414;120000;20.540.0000000
GMKN;60;20220414;130000;20.512.0000000
GMKN;60;20220414;140000;20.462.0000000
GMKN;60;20220414;150000;20.250.0000000
GMKN;60;20220414;160000;20.164.0000000
GMKN;60;20220414;170000;19.948.0000000
GMKN;60;20220414;180000;20.024.0000000
GMKN;60;20220414;190000;20.004.0000000
GMKN;60;20220415;110000;20.082.0000000
GMKN;60;20220415;120000;20.026.0000000
GMKN;60;20220415;130000;20.078.0000000
GMKN;60;20220415;140000;20.006.0000000
GMKN;60;20220415;150000;20.092.0000000
GMKN;60;20220415;160000;20.190.0000000
GMKN;60;20220415;170000;20.062.0000000
GMKN;60;20220415;180000;20.230.0000000
GMKN;60;20220415;190000;20.240.0000000
GMKN;60;20220418;110000;20.070.0000000
GMKN;60;20220418;120000;20.002.0000000
GMKN;60;20220418;130000;19.968.0000000
GMKN;60;20220418;140000;19.992.0000000
GMKN;60;20220418;150000;19.870.0000000
GMKN;60;20220418;160000;19.896.0000000
GMKN;60;20220418;170000;19.968.0000000
GMKN;60;20220418;180000;19.876.0000000
GMKN;60;20220418;190000;19.886.0000000
GMKN;60;20220419;110000;19.918.0000000
GMKN;60;20220419;120000;19.862.0000000
GMKN;60;20220419;130000;19.826.0000000
GMKN;60;20220419;140000;19.660.0000000
GMKN;60;20220419;150000;19.300.0000000
GMKN;60;20220419;160000;19.620.0000000
GMKN;60;20220419;170000;19.630.0000000
GMKN;60;20220419;180000;19.634.0000000
GMKN;60;20220419;190000;19.676.0000000
GMKN;60;20220420;110000;19.572.0000000
GMKN;60;20220420;120000;19.862.0000000
GMKN;60;20220420;130000;19.918.0000000
GMKN;60;20220420;140000;20.188.0000000
GMKN;60;20220420;150000;20.300.0000000
GMKN;60;20220420;160000;20.288.0000000
GMKN;60;20220420;170000;20.280.0000000
GMKN;60;20220420;180000;20.258.0000000
GMKN;60;20220420;190000;20.590.0000000
GMKN;60;20220421;110000;20.072.0000000
GMKN;60;20220421;120000;20.052.0000000
GMKN;60;20220421;130000;20.120.0000000
GMKN;60;20220421;140000;20.136.0000000
GMKN;60;20220421;150000;20.040.0000000
GMKN;60;20220421;160000;20.030.0000000
GMKN;60;20220421;170000;19.980.0000000
GMKN;60;20220421;180000;19.932.0000000
GMKN;60;20220421;190000;20.454.0000000
GMKN;60;20220422;110000;20.000.0000000
GMKN;60;20220422;120000;19.798.0000000
GMKN;60;20220422;130000;19.784.0000000
GMKN;60;20220422;140000;19.740.0000000
GMKN;60;20220422;150000;19.732.0000000
GMKN;60;20220422;160000;19.760.0000000
GMKN;60;20220422;170000;19.848.0000000
GMKN;60;20220422;180000;19.700.0000000
GMKN;60;20220422;190000;19.700.0000000
GMKN;60;20220425;110000;19.882.0000000
