<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;60;20220112;190000;346.9000000
GAZP;60;20220112;200000;347.1900000
GAZP;60;20220112;210000;347.8500000
GAZP;60;20220112;220000;347.1400000
GAZP;60;20220112;230000;347.0100000
GAZP;60;20220113;000000;347.4300000
GAZP;60;20220113;080000;346.0400000
GAZP;60;20220113;090000;345.6000000
GAZP;60;20220113;100000;345.6800000
GAZP;60;20220113;110000;344.9500000
GAZP;60;20220113;120000;346.6800000
GAZP;60;20220113;130000;346.0300000
GAZP;60;20220113;140000;344.5800000
GAZP;60;20220113;150000;335.7400000
GAZP;60;20220113;160000;337.7800000
GAZP;60;20220113;170000;340.4800000
GAZP;60;20220113;180000;336.8500000
GAZP;60;20220113;190000;334.6900000
GAZP;60;20220113;200000;337.9800000
GAZP;60;20220113;210000;336.8800000
GAZP;60;20220113;220000;338.0600000
GAZP;60;20220113;230000;337.5100000
GAZP;60;20220114;000000;337.6000000
GAZP;60;20220114;080000;339.4000000
GAZP;60;20220114;090000;337.9400000
GAZP;60;20220114;100000;339.0000000
GAZP;60;20220114;110000;337.1400000
GAZP;60;20220114;120000;335.6400000
GAZP;60;20220114;130000;330.4900000
GAZP;60;20220114;140000;328.4000000
GAZP;60;20220114;150000;330.6200000
GAZP;60;20220114;160000;330.8900000
GAZP;60;20220114;170000;326.3600000
GAZP;60;20220114;180000;334.7000000
GAZP;60;20220114;190000;332.2100000
GAZP;60;20220114;200000;334.1600000
GAZP;60;20220114;210000;334.0200000
GAZP;60;20220114;220000;333.9000000
GAZP;60;20220114;230000;335.0000000
GAZP;60;20220115;000000;335.7600000
GAZP;60;20220117;080000;334.8200000
GAZP;60;20220117;090000;335.9800000
GAZP;60;20220117;100000;337.6000000
GAZP;60;20220117;110000;335.1000000
GAZP;60;20220117;120000;330.8400000
GAZP;60;20220117;130000;329.4200000
GAZP;60;20220117;140000;327.5300000
GAZP;60;20220117;150000;326.7800000
GAZP;60;20220117;160000;326.8000000
GAZP;60;20220117;170000;326.4200000
GAZP;60;20220117;180000;320.4100000
GAZP;60;20220117;190000;327.3000000
GAZP;60;20220117;200000;329.1100000
GAZP;60;20220117;210000;328.4200000
GAZP;60;20220117;220000;327.8100000
GAZP;60;20220117;230000;327.3600000
GAZP;60;20220118;000000;327.8100000
GAZP;60;20220118;080000;323.9600000
GAZP;60;20220118;090000;323.8800000
GAZP;60;20220118;100000;321.8700000
GAZP;60;20220118;110000;320.2200000
GAZP;60;20220118;120000;321.6500000
GAZP;60;20220118;130000;321.0000000
GAZP;60;20220118;140000;321.6100000
GAZP;60;20220118;150000;311.7600000
GAZP;60;20220118;160000;308.8600000
GAZP;60;20220118;170000;305.9000000
GAZP;60;20220118;180000;305.6000000
GAZP;60;20220118;190000;299.4700000
GAZP;60;20220118;200000;305.3000000
GAZP;60;20220118;210000;301.0100000
GAZP;60;20220118;220000;302.5900000
GAZP;60;20220118;230000;304.4400000
GAZP;60;20220119;000000;301.1100000
GAZP;60;20220119;080000;289.2300000
GAZP;60;20220119;090000;285.9700000
GAZP;60;20220119;100000;292.4500000
GAZP;60;20220119;110000;309.0800000
GAZP;60;20220119;120000;314.6000000
GAZP;60;20220119;130000;316.6800000
GAZP;60;20220119;140000;315.9800000
GAZP;60;20220119;150000;318.6300000
GAZP;60;20220119;160000;316.7200000
GAZP;60;20220119;170000;317.6500000
GAZP;60;20220119;180000;317.6400000
GAZP;60;20220119;190000;316.8300000
GAZP;60;20220119;200000;318.7800000
GAZP;60;20220119;210000;319.1500000
GAZP;60;20220119;220000;318.7900000
GAZP;60;20220119;230000;319.1000000
GAZP;60;20220120;000000;318.3600000
GAZP;60;20220120;080000;322.0900000
GAZP;60;20220120;090000;323.4000000
GAZP;60;20220120;100000;324.5700000
GAZP;60;20220120;110000;318.6600000
GAZP;60;20220120;120000;315.7700000
GAZP;60;20220120;130000;316.7800000
GAZP;60;20220120;140000;314.0400000
GAZP;60;20220120;150000;314.1000000
GAZP;60;20220120;160000;312.0900000
GAZP;60;20220120;170000;315.4000000
GAZP;60;20220120;180000;318.7500000
GAZP;60;20220120;190000;318.1000000
GAZP;60;20220120;200000;314.8900000
GAZP;60;20220120;210000;315.6000000
GAZP;60;20220120;220000;313.7000000
GAZP;60;20220120;230000;313.0600000
GAZP;60;20220121;000000;310.4200000
GAZP;60;20220121;080000;308.3000000
GAZP;60;20220121;090000;309.0800000
GAZP;60;20220121;100000;307.1800000
GAZP;60;20220121;110000;310.0800000
GAZP;60;20220121;120000;311.2600000
GAZP;60;20220121;130000;313.0600000
GAZP;60;20220121;140000;314.1000000
GAZP;60;20220121;150000;315.2600000
GAZP;60;20220121;160000;318.2000000
GAZP;60;20220121;170000;316.0600000
GAZP;60;20220121;180000;312.4100000
GAZP;60;20220121;190000;313.4700000
GAZP;60;20220121;200000;312.9000000
GAZP;60;20220121;210000;313.2000000
GAZP;60;20220121;220000;312.0000000
GAZP;60;20220121;230000;310.1400000
GAZP;60;20220122;000000;311.6000000
GAZP;60;20220124;080000;312.5000000
GAZP;60;20220124;090000;313.6000000
GAZP;60;20220124;100000;311.8200000
GAZP;60;20220124;110000;305.7900000
GAZP;60;20220124;120000;299.6700000
GAZP;60;20220124;130000;295.0000000
GAZP;60;20220124;140000;281.4500000
GAZP;60;20220124;150000;286.1300000
GAZP;60;20220124;160000;286.1000000
GAZP;60;20220124;170000;292.8700000
GAZP;60;20220124;180000;292.0700000
GAZP;60;20220124;190000;292.7500000
GAZP;60;20220124;200000;290.9000000
GAZP;60;20220124;210000;291.5200000
GAZP;60;20220124;220000;292.7400000
GAZP;60;20220124;230000;292.7500000
GAZP;60;20220125;000000;294.5900000
GAZP;60;20220125;080000;293.3600000
GAZP;60;20220125;090000;295.4700000
GAZP;60;20220125;100000;299.2400000
GAZP;60;20220125;110000;296.6600000
GAZP;60;20220125;120000;297.9700000
GAZP;60;20220125;130000;298.3400000
GAZP;60;20220125;140000;297.4400000
GAZP;60;20220125;150000;297.7700000
GAZP;60;20220125;160000;294.9000000
GAZP;60;20220125;170000;295.6300000
GAZP;60;20220125;180000;293.1900000
GAZP;60;20220125;190000;294.3400000
GAZP;60;20220125;200000;296.3400000
GAZP;60;20220125;210000;296.4200000
GAZP;60;20220125;220000;304.2000000
GAZP;60;20220125;230000;303.0000000
GAZP;60;20220126;000000;302.9600000
GAZP;60;20220126;080000;301.6000000
GAZP;60;20220126;090000;301.1400000
GAZP;60;20220126;100000;300.7600000
GAZP;60;20220126;110000;295.1800000
GAZP;60;20220126;120000;297.5100000
GAZP;60;20220126;130000;300.3200000
GAZP;60;20220126;140000;302.2100000
GAZP;60;20220126;150000;303.6800000
GAZP;60;20220126;160000;304.3400000
GAZP;60;20220126;170000;306.8300000
GAZP;60;20220126;180000;305.9400000
GAZP;60;20220126;190000;302.4200000
GAZP;60;20220126;200000;303.3800000
GAZP;60;20220126;210000;302.6900000
GAZP;60;20220126;220000;303.3000000
GAZP;60;20220126;230000;302.0000000
GAZP;60;20220127;000000;299.6000000
GAZP;60;20220127;080000;297.8000000
GAZP;60;20220127;090000;297.5000000
GAZP;60;20220127;100000;296.7100000
GAZP;60;20220127;110000;300.6300000
GAZP;60;20220127;120000;310.4700000
GAZP;60;20220127;130000;314.6400000
GAZP;60;20220127;140000;318.3300000
GAZP;60;20220127;150000;317.6000000
GAZP;60;20220127;160000;321.7500000
GAZP;60;20220127;170000;325.9800000
GAZP;60;20220127;180000;323.7900000
GAZP;60;20220127;190000;323.0200000
GAZP;60;20220127;200000;324.7000000
GAZP;60;20220127;210000;322.2900000
GAZP;60;20220127;220000;323.1600000
GAZP;60;20220127;230000;323.1800000
GAZP;60;20220128;000000;325.2500000
GAZP;60;20220128;080000;327.9700000
GAZP;60;20220128;090000;332.6300000
GAZP;60;20220128;100000;329.8500000
GAZP;60;20220128;110000;324.8700000
GAZP;60;20220128;120000;324.7400000
GAZP;60;20220128;130000;328.6900000
GAZP;60;20220128;140000;330.1400000
GAZP;60;20220128;150000;330.8800000
GAZP;60;20220128;160000;329.1700000
GAZP;60;20220128;170000;330.0200000
GAZP;60;20220128;180000;330.6400000
GAZP;60;20220128;190000;328.8800000
GAZP;60;20220128;200000;329.6700000
GAZP;60;20220128;210000;328.9800000
GAZP;60;20220128;220000;329.4000000
GAZP;60;20220128;230000;328.4100000
GAZP;60;20220129;000000;329.5800000
GAZP;60;20220131;080000;331.6800000
GAZP;60;20220131;090000;332.6300000
GAZP;60;20220131;100000;333.1600000
GAZP;60;20220131;110000;335.5300000
GAZP;60;20220131;120000;334.3100000
GAZP;60;20220131;130000;334.6100000
GAZP;60;20220131;140000;333.8900000
GAZP;60;20220131;150000;332.4500000
GAZP;60;20220131;160000;334.6000000
GAZP;60;20220131;170000;334.2400000
GAZP;60;20220131;180000;333.1400000
GAZP;60;20220131;190000;331.1000000
GAZP;60;20220131;200000;333.2700000
GAZP;60;20220131;210000;333.3300000
GAZP;60;20220131;220000;333.7700000
GAZP;60;20220131;230000;333.7300000
GAZP;60;20220201;000000;334.8000000
GAZP;60;20220201;080000;335.2100000
GAZP;60;20220201;090000;335.0300000
GAZP;60;20220201;100000;334.4300000
GAZP;60;20220201;110000;331.1500000
GAZP;60;20220201;120000;332.4200000
GAZP;60;20220201;130000;332.7100000
GAZP;60;20220201;140000;333.0000000
GAZP;60;20220201;150000;332.8700000
GAZP;60;20220201;160000;329.3200000
GAZP;60;20220201;170000;330.3900000
GAZP;60;20220201;180000;329.4500000
GAZP;60;20220201;190000;329.8000000
GAZP;60;20220201;200000;329.6000000
GAZP;60;20220201;210000;327.0300000
GAZP;60;20220201;220000;327.6000000
GAZP;60;20220201;230000;326.6000000
GAZP;60;20220202;000000;330.9500000
GAZP;60;20220202;080000;329.7600000
GAZP;60;20220202;090000;331.6000000
GAZP;60;20220202;100000;332.2400000
GAZP;60;20220202;110000;330.3900000
GAZP;60;20220202;120000;330.0800000
GAZP;60;20220202;130000;327.3500000
GAZP;60;20220202;140000;328.9900000
GAZP;60;20220202;150000;330.9600000
GAZP;60;20220202;160000;332.4800000
GAZP;60;20220202;170000;331.5900000
GAZP;60;20220202;180000;331.7600000
GAZP;60;20220202;190000;330.9400000
GAZP;60;20220202;200000;329.9300000
GAZP;60;20220202;210000;331.1300000
GAZP;60;20220202;220000;331.8800000
GAZP;60;20220202;230000;331.7100000
GAZP;60;20220203;000000;331.7000000
GAZP;60;20220203;080000;329.8500000
GAZP;60;20220203;090000;329.2000000
GAZP;60;20220203;100000;328.0400000
GAZP;60;20220203;110000;327.7300000
GAZP;60;20220203;120000;328.2300000
GAZP;60;20220203;130000;324.2900000
GAZP;60;20220203;140000;324.1700000
GAZP;60;20220203;150000;325.6500000
GAZP;60;20220203;160000;326.9800000
GAZP;60;20220203;170000;325.1300000
GAZP;60;20220203;180000;322.6000000
GAZP;60;20220203;190000;324.8200000
GAZP;60;20220203;200000;322.7700000
GAZP;60;20220203;210000;323.8200000
GAZP;60;20220203;220000;324.4000000
GAZP;60;20220203;230000;323.8300000
GAZP;60;20220204;000000;323.7500000
GAZP;60;20220204;080000;325.2200000
GAZP;60;20220204;090000;326.1900000
GAZP;60;20220204;100000;326.2000000
GAZP;60;20220204;110000;329.4800000
GAZP;60;20220204;120000;332.0900000
GAZP;60;20220204;130000;330.8900000
GAZP;60;20220204;140000;330.5800000
GAZP;60;20220204;150000;326.8900000
GAZP;60;20220204;160000;327.0500000
GAZP;60;20220204;170000;323.0200000
GAZP;60;20220204;180000;322.1500000
GAZP;60;20220204;190000;321.5000000
GAZP;60;20220204;200000;322.9000000
GAZP;60;20220204;210000;324.3000000
GAZP;60;20220204;220000;325.3000000
GAZP;60;20220204;230000;325.0900000
GAZP;60;20220205;000000;324.6000000
GAZP;60;20220207;080000;324.0000000
GAZP;60;20220207;090000;323.1400000
GAZP;60;20220207;100000;326.6100000
GAZP;60;20220207;110000;325.8800000
GAZP;60;20220207;120000;321.9700000
GAZP;60;20220207;130000;318.8600000
GAZP;60;20220207;140000;320.1700000
GAZP;60;20220207;150000;321.2100000
GAZP;60;20220207;160000;320.1400000
GAZP;60;20220207;170000;318.4500000
GAZP;60;20220207;180000;320.5000000
GAZP;60;20220207;190000;320.8900000
GAZP;60;20220207;200000;319.7100000
GAZP;60;20220207;210000;320.3900000
GAZP;60;20220207;220000;320.8700000
GAZP;60;20220207;230000;321.2100000
GAZP;60;20220208;000000;321.2500000
GAZP;60;20220208;080000;320.4200000
GAZP;60;20220208;090000;320.2900000
GAZP;60;20220208;100000;323.2200000
GAZP;60;20220208;110000;322.5900000
GAZP;60;20220208;120000;324.3200000
GAZP;60;20220208;130000;327.2100000
GAZP;60;20220208;140000;326.3700000
GAZP;60;20220208;150000;329.1000000
GAZP;60;20220208;160000;330.2700000
GAZP;60;20220208;170000;327.6200000
GAZP;60;20220208;180000;330.1000000
GAZP;60;20220208;190000;331.2500000
GAZP;60;20220208;200000;330.1700000
GAZP;60;20220208;210000;330.8000000
GAZP;60;20220208;220000;330.5500000
GAZP;60;20220208;230000;330.6700000
GAZP;60;20220209;000000;331.7000000
GAZP;60;20220209;080000;334.6900000
GAZP;60;20220209;090000;334.8200000
GAZP;60;20220209;100000;333.8200000
GAZP;60;20220209;110000;332.1500000
GAZP;60;20220209;120000;334.4100000
GAZP;60;20220209;130000;334.2500000
GAZP;60;20220209;140000;334.0400000
GAZP;60;20220209;150000;335.1500000
GAZP;60;20220209;160000;333.6400000
GAZP;60;20220209;170000;334.0800000
GAZP;60;20220209;180000;335.1600000
GAZP;60;20220209;190000;335.6300000
GAZP;60;20220209;200000;334.3800000
GAZP;60;20220209;210000;335.2900000
GAZP;60;20220209;220000;334.9800000
GAZP;60;20220209;230000;334.8000000
GAZP;60;20220210;000000;335.0800000
GAZP;60;20220210;080000;333.4500000
GAZP;60;20220210;090000;332.5400000
GAZP;60;20220210;100000;333.7000000
GAZP;60;20220210;110000;330.6200000
GAZP;60;20220210;120000;328.9600000
GAZP;60;20220210;130000;329.8000000
GAZP;60;20220210;140000;330.0000000
GAZP;60;20220210;150000;329.2300000
GAZP;60;20220210;160000;330.1100000
GAZP;60;20220210;170000;329.8700000
GAZP;60;20220210;180000;330.8300000
GAZP;60;20220210;190000;331.0600000
GAZP;60;20220210;200000;332.1700000
GAZP;60;20220210;210000;331.2000000
GAZP;60;20220210;220000;330.6000000
GAZP;60;20220210;230000;329.8800000
GAZP;60;20220211;000000;328.9300000
GAZP;60;20220211;080000;325.6600000
GAZP;60;20220211;090000;326.8400000
GAZP;60;20220211;100000;326.3200000
GAZP;60;20220211;110000;324.1800000
GAZP;60;20220211;120000;322.7000000
GAZP;60;20220211;130000;320.9900000
GAZP;60;20220211;140000;321.2800000
GAZP;60;20220211;150000;319.8900000
GAZP;60;20220211;160000;321.5100000
GAZP;60;20220211;170000;325.6800000
GAZP;60;20220211;180000;323.0700000
GAZP;60;20220211;190000;323.8800000
GAZP;60;20220211;200000;323.7400000
GAZP;60;20220211;210000;323.5900000
GAZP;60;20220211;220000;318.7400000
GAZP;60;20220211;230000;318.1000000
GAZP;60;20220212;000000;318.1000000
GAZP;60;20220214;080000;311.3300000
GAZP;60;20220214;090000;313.9500000
GAZP;60;20220214;100000;311.9000000
GAZP;60;20220214;110000;315.5000000
GAZP;60;20220214;120000;310.0000000
GAZP;60;20220214;130000;311.6500000
GAZP;60;20220214;140000;312.4900000
GAZP;60;20220214;150000;314.2300000
GAZP;60;20220214;160000;320.1800000
GAZP;60;20220214;170000;322.5000000
GAZP;60;20220214;180000;322.8800000
GAZP;60;20220214;190000;321.6700000
GAZP;60;20220214;200000;322.9900000
GAZP;60;20220214;210000;322.9900000
GAZP;60;20220214;220000;318.4500000
GAZP;60;20220214;230000;320.6400000
GAZP;60;20220215;000000;321.8500000
GAZP;60;20220215;080000;325.6900000
GAZP;60;20220215;090000;323.9700000
GAZP;60;20220215;100000;326.8900000
GAZP;60;20220215;110000;324.2900000
GAZP;60;20220215;120000;334.0800000
GAZP;60;20220215;130000;334.1000000
GAZP;60;20220215;140000;332.9300000
GAZP;60;20220215;150000;334.2700000
GAZP;60;20220215;160000;334.4800000
GAZP;60;20220215;170000;333.7000000
GAZP;60;20220215;180000;330.9600000
GAZP;60;20220215;190000;332.1600000
GAZP;60;20220215;200000;331.9500000
GAZP;60;20220215;210000;331.8400000
GAZP;60;20220215;220000;331.3300000
GAZP;60;20220215;230000;332.3300000
GAZP;60;20220216;000000;333.6000000
GAZP;60;20220216;080000;336.2200000
GAZP;60;20220216;090000;339.0700000
GAZP;60;20220216;100000;338.9900000
GAZP;60;20220216;110000;336.6200000
GAZP;60;20220216;120000;337.5000000
GAZP;60;20220216;130000;333.3000000
GAZP;60;20220216;140000;335.3500000
GAZP;60;20220216;150000;337.5500000
GAZP;60;20220216;160000;336.1300000
GAZP;60;20220216;170000;335.1200000
GAZP;60;20220216;180000;334.3700000
GAZP;60;20220216;190000;335.3000000
GAZP;60;20220216;200000;336.5200000
GAZP;60;20220216;210000;336.1600000
GAZP;60;20220216;220000;335.8300000
GAZP;60;20220216;230000;336.2900000
GAZP;60;20220217;000000;336.5000000
GAZP;60;20220217;080000;332.1500000
GAZP;60;20220217;090000;329.9000000
GAZP;60;20220217;100000;329.4600000
GAZP;60;20220217;110000;328.4400000
GAZP;60;20220217;120000;328.0000000
GAZP;60;20220217;130000;327.8900000
GAZP;60;20220217;140000;329.0000000
GAZP;60;20220217;150000;329.4700000
GAZP;60;20220217;160000;329.5000000
GAZP;60;20220217;170000;330.2100000
GAZP;60;20220217;180000;324.6800000
GAZP;60;20220217;190000;324.4600000
GAZP;60;20220217;200000;326.7500000
GAZP;60;20220217;210000;327.0300000
GAZP;60;20220217;220000;325.3800000
GAZP;60;20220217;230000;323.6600000
GAZP;60;20220218;000000;323.5100000
GAZP;60;20220218;080000;327.0000000
GAZP;60;20220218;090000;327.9000000
GAZP;60;20220218;100000;327.4400000
GAZP;60;20220218;110000;325.5000000
GAZP;60;20220218;120000;321.4900000
GAZP;60;20220218;130000;321.2000000
GAZP;60;20220218;140000;318.8400000
GAZP;60;20220218;150000;318.8400000
GAZP;60;20220218;160000;319.1300000
GAZP;60;20220218;170000;311.2000000
GAZP;60;20220218;180000;312.2000000
GAZP;60;20220218;190000;310.8100000
GAZP;60;20220218;200000;310.3400000
GAZP;60;20220218;210000;309.4300000
GAZP;60;20220218;220000;308.6000000
GAZP;60;20220218;230000;310.0000000
GAZP;60;20220219;000000;309.4800000
GAZP;60;20220221;080000;314.1600000
GAZP;60;20220221;090000;315.3800000
GAZP;60;20220221;100000;316.6200000
GAZP;60;20220221;110000;307.3100000
GAZP;60;20220221;120000;302.6000000
GAZP;60;20220221;130000;303.3600000
GAZP;60;20220221;140000;297.3600000
GAZP;60;20220221;150000;290.2000000
GAZP;60;20220221;160000;284.5800000
GAZP;60;20220221;170000;283.0000000
GAZP;60;20220221;180000;276.1300000
GAZP;60;20220221;190000;278.1500000
GAZP;60;20220221;200000;283.0600000
GAZP;60;20220221;210000;273.7300000
GAZP;60;20220221;220000;262.2000000
GAZP;60;20220221;230000;264.2300000
GAZP;60;20220222;000000;257.3000000
GAZP;60;20220222;080000;264.8300000
GAZP;60;20220222;090000;269.3800000
GAZP;60;20220222;100000;254.1400000
GAZP;60;20220222;110000;259.7600000
GAZP;60;20220222;120000;264.3400000
GAZP;60;20220222;130000;268.9300000
GAZP;60;20220222;140000;271.0000000
GAZP;60;20220222;150000;267.3800000
GAZP;60;20220222;160000;276.2800000
GAZP;60;20220222;170000;275.5100000
GAZP;60;20220222;180000;282.4100000
GAZP;60;20220222;190000;279.2000000
GAZP;60;20220222;200000;273.9600000
GAZP;60;20220222;210000;269.8500000
GAZP;60;20220222;220000;271.8400000
GAZP;60;20220222;230000;280.8000000
GAZP;60;20220223;000000;283.5100000
GAZP;60;20220224;080000;250.9000000
GAZP;60;20220224;100000;250.9000000
GAZP;60;20220224;110000;179.3300000
GAZP;60;20220224;120000;129.4700000
GAZP;60;20220224;130000;190.0100000
GAZP;60;20220224;140000;184.0600000
GAZP;60;20220224;150000;165.3600000
GAZP;60;20220224;160000;174.7800000
GAZP;60;20220224;170000;166.0900000
GAZP;60;20220224;180000;171.9500000
GAZP;60;20220224;190000;189.1000000
GAZP;60;20220224;200000;184.3600000
GAZP;60;20220224;210000;187.8100000
GAZP;60;20220224;220000;216.3400000
GAZP;60;20220224;230000;214.4700000
GAZP;60;20220225;000000;210.0000000
GAZP;60;20220225;100000;208.0100000
GAZP;60;20220225;110000;229.6900000
GAZP;60;20220225;120000;207.0400000
GAZP;60;20220225;130000;207.9900000
GAZP;60;20220225;140000;200.7400000
GAZP;60;20220225;150000;210.3200000
GAZP;60;20220225;160000;230.6500000
GAZP;60;20220225;170000;235.5200000
GAZP;60;20220225;180000;227.0000000
GAZP;60;20220225;190000;238.0000000
GAZP;60;20220225;200000;231.8900000
GAZP;60;20220225;210000;230.2900000
GAZP;60;20220225;220000;224.1200000
GAZP;60;20220225;230000;223.3200000
GAZP;60;20220226;000000;228.0000000
GAZP;60;20220324;110000;269.0500000
GAZP;60;20220324;120000;265.0500000
GAZP;60;20220324;130000;261.7100000
GAZP;60;20220324;140000;258.5100000
GAZP;60;20220325;110000;248.7400000
GAZP;60;20220325;120000;236.9100000
GAZP;60;20220325;130000;228.4700000
GAZP;60;20220325;140000;227.0000000
GAZP;60;20220328;110000;226.1600000
GAZP;60;20220328;120000;225.9900000
GAZP;60;20220328;130000;218.4900000
GAZP;60;20220328;140000;218.6000000
GAZP;60;20220329;110000;222.0000000
GAZP;60;20220329;120000;219.0000000
GAZP;60;20220329;130000;208.7600000
GAZP;60;20220329;140000;208.0000000
GAZP;60;20220330;110000;215.6100000
GAZP;60;20220330;120000;213.4900000
GAZP;60;20220330;130000;215.0100000
GAZP;60;20220330;140000;216.0000000
GAZP;60;20220331;110000;229.0500000
GAZP;60;20220331;120000;234.8900000
GAZP;60;20220331;130000;241.5400000
GAZP;60;20220331;140000;242.8500000
GAZP;60;20220331;150000;241.1900000
GAZP;60;20220331;160000;233.1300000
GAZP;60;20220331;170000;239.0000000
GAZP;60;20220331;180000;240.0200000
GAZP;60;20220331;190000;242.4800000
GAZP;60;20220401;110000;253.9000000
GAZP;60;20220401;120000;247.6600000
GAZP;60;20220401;130000;249.3300000
GAZP;60;20220401;140000;247.3000000
GAZP;60;20220401;150000;251.2500000
GAZP;60;20220401;160000;249.8000000
GAZP;60;20220401;170000;252.2100000
GAZP;60;20220401;180000;252.0500000
GAZP;60;20220401;190000;251.4000000
GAZP;60;20220404;110000;249.6000000
GAZP;60;20220404;120000;252.1500000
GAZP;60;20220404;130000;253.1200000
GAZP;60;20220404;140000;251.5300000
GAZP;60;20220404;150000;252.6900000
GAZP;60;20220404;160000;252.3300000
GAZP;60;20220404;170000;251.9200000
GAZP;60;20220404;180000;252.1300000
GAZP;60;20220404;190000;252.9000000
GAZP;60;20220405;110000;247.2000000
GAZP;60;20220405;120000;245.6200000
GAZP;60;20220405;130000;244.2000000
GAZP;60;20220405;140000;239.0900000
GAZP;60;20220405;150000;241.0000000
GAZP;60;20220405;160000;246.1300000
GAZP;60;20220405;170000;246.8100000
GAZP;60;20220405;180000;243.7400000
GAZP;60;20220405;190000;243.5000000
GAZP;60;20220406;110000;243.9100000
GAZP;60;20220406;120000;246.3000000
GAZP;60;20220406;130000;247.0700000
GAZP;60;20220406;140000;244.7300000
GAZP;60;20220406;150000;243.8700000
GAZP;60;20220406;160000;245.8000000
GAZP;60;20220406;170000;244.2700000
GAZP;60;20220406;180000;243.0100000
GAZP;60;20220406;190000;239.7000000
GAZP;60;20220407;110000;241.1900000
GAZP;60;20220407;120000;241.2600000
GAZP;60;20220407;130000;241.0000000
GAZP;60;20220407;140000;240.8700000
GAZP;60;20220407;150000;241.5000000
GAZP;60;20220407;160000;241.2500000
GAZP;60;20220407;170000;244.0100000
GAZP;60;20220407;180000;244.6500000
GAZP;60;20220407;190000;245.0000000
GAZP;60;20220408;110000;242.6500000
GAZP;60;20220408;120000;242.5600000
GAZP;60;20220408;130000;243.4200000
GAZP;60;20220408;140000;242.9200000
GAZP;60;20220408;150000;240.1700000
GAZP;60;20220408;160000;241.1100000
GAZP;60;20220408;170000;242.3000000
GAZP;60;20220408;180000;242.0700000
GAZP;60;20220408;190000;241.0700000
GAZP;60;20220411;110000;242.0800000
GAZP;60;20220411;120000;240.8600000
GAZP;60;20220411;130000;240.4900000
GAZP;60;20220411;140000;240.9500000
GAZP;60;20220411;150000;239.1000000
GAZP;60;20220411;160000;239.3500000
GAZP;60;20220411;170000;236.1600000
GAZP;60;20220411;180000;235.7100000
GAZP;60;20220411;190000;234.5500000
GAZP;60;20220412;110000;229.0400000
GAZP;60;20220412;120000;226.7200000
GAZP;60;20220412;130000;225.7700000
GAZP;60;20220412;140000;226.7100000
GAZP;60;20220412;150000;227.7000000
GAZP;60;20220412;160000;229.8600000
GAZP;60;20220412;170000;233.0000000
GAZP;60;20220412;180000;235.4700000
GAZP;60;20220412;190000;236.3000000
GAZP;60;20220413;110000;236.7500000
GAZP;60;20220413;120000;234.8500000
GAZP;60;20220413;130000;234.2000000
GAZP;60;20220413;140000;235.2300000
GAZP;60;20220413;150000;234.9500000
GAZP;60;20220413;160000;234.5900000
GAZP;60;20220413;170000;233.2000000
GAZP;60;20220413;180000;234.6000000
GAZP;60;20220413;190000;234.8700000
GAZP;60;20220414;110000;230.1000000
GAZP;60;20220414;120000;229.6000000
GAZP;60;20220414;130000;229.0800000
GAZP;60;20220414;140000;229.3600000
GAZP;60;20220414;150000;228.4800000
GAZP;60;20220414;160000;226.8100000
GAZP;60;20220414;170000;224.7000000
GAZP;60;20220414;180000;223.7900000
GAZP;60;20220414;190000;222.1100000
GAZP;60;20220415;110000;222.8700000
GAZP;60;20220415;120000;224.4500000
GAZP;60;20220415;130000;222.1300000
GAZP;60;20220415;140000;220.9800000
GAZP;60;20220415;150000;223.5500000
GAZP;60;20220415;160000;222.8700000
GAZP;60;20220415;170000;222.3700000
GAZP;60;20220415;180000;224.0200000
GAZP;60;20220415;190000;224.0000000
GAZP;60;20220418;110000;220.8000000
GAZP;60;20220418;120000;220.6500000
GAZP;60;20220418;130000;219.6500000
GAZP;60;20220418;140000;219.7500000
GAZP;60;20220418;150000;219.0500000
GAZP;60;20220418;160000;218.5600000
GAZP;60;20220418;170000;219.3500000
GAZP;60;20220418;180000;218.4500000
GAZP;60;20220418;190000;216.9900000
GAZP;60;20220419;110000;214.4700000
GAZP;60;20220419;120000;213.3000000
GAZP;60;20220419;130000;211.5300000
GAZP;60;20220419;140000;209.2000000
GAZP;60;20220419;150000;207.0000000
GAZP;60;20220419;160000;212.1100000
GAZP;60;20220419;170000;214.3700000
GAZP;60;20220419;180000;218.0100000
GAZP;60;20220419;190000;220.7200000
GAZP;60;20220420;110000;219.3900000
GAZP;60;20220420;120000;226.7000000
GAZP;60;20220420;130000;226.4000000
GAZP;60;20220420;140000;225.8000000
GAZP;60;20220420;150000;225.6100000
GAZP;60;20220420;160000;225.8700000
GAZP;60;20220420;170000;220.6100000
GAZP;60;20220420;180000;219.4700000
GAZP;60;20220420;190000;218.9200000
GAZP;60;20220421;110000;217.1900000
GAZP;60;20220421;120000;217.3300000
GAZP;60;20220421;130000;218.3200000
GAZP;60;20220421;140000;218.1000000
GAZP;60;20220421;150000;217.1600000
GAZP;60;20220421;160000;216.0700000
GAZP;60;20220421;170000;214.9000000
GAZP;60;20220421;180000;211.7500000
GAZP;60;20220421;190000;210.2900000
GAZP;60;20220422;110000;213.7700000
GAZP;60;20220422;120000;210.3800000
GAZP;60;20220422;130000;209.0000000
GAZP;60;20220422;140000;210.2900000
