<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;60;20220106;150000;341.3400000
GAZP;60;20220106;160000;342.1500000
GAZP;60;20220106;170000;343.8000000
GAZP;60;20220106;180000;345.4200000
GAZP;60;20220106;190000;343.9800000
GAZP;60;20220106;200000;344.8100000
GAZP;60;20220106;210000;345.1700000
GAZP;60;20220106;220000;344.7400000
GAZP;60;20220106;230000;346.8000000
GAZP;60;20220107;000000;346.1300000
GAZP;60;20220110;080000;350.2200000
GAZP;60;20220110;090000;349.6800000
GAZP;60;20220110;100000;349.3900000
GAZP;60;20220110;110000;349.1900000
GAZP;60;20220110;120000;347.4200000
GAZP;60;20220110;130000;348.0500000
GAZP;60;20220110;140000;346.0500000
GAZP;60;20220110;150000;343.9900000
GAZP;60;20220110;160000;341.4400000
GAZP;60;20220110;170000;342.9100000
GAZP;60;20220110;180000;341.6500000
GAZP;60;20220110;190000;342.4600000
GAZP;60;20220110;200000;344.6500000
GAZP;60;20220110;210000;344.1200000
GAZP;60;20220110;220000;345.4000000
GAZP;60;20220110;230000;343.8000000
GAZP;60;20220111;000000;344.0000000
GAZP;60;20220111;080000;344.2000000
GAZP;60;20220111;090000;343.6500000
GAZP;60;20220111;100000;342.3800000
GAZP;60;20220111;110000;343.6300000
GAZP;60;20220111;120000;343.8000000
GAZP;60;20220111;130000;343.0500000
GAZP;60;20220111;140000;344.6800000
GAZP;60;20220111;150000;345.0000000
GAZP;60;20220111;160000;345.6200000
GAZP;60;20220111;170000;344.9700000
GAZP;60;20220111;180000;342.2800000
GAZP;60;20220111;190000;342.2200000
GAZP;60;20220111;200000;344.3100000
GAZP;60;20220111;210000;343.8000000
GAZP;60;20220111;220000;344.2000000
GAZP;60;20220111;230000;343.7600000
GAZP;60;20220112;000000;343.7400000
GAZP;60;20220112;080000;341.9400000
GAZP;60;20220112;090000;341.8500000
GAZP;60;20220112;100000;341.8600000
GAZP;60;20220112;110000;340.7500000
GAZP;60;20220112;120000;342.5400000
GAZP;60;20220112;130000;343.4300000
GAZP;60;20220112;140000;345.4000000
GAZP;60;20220112;150000;346.6000000
GAZP;60;20220112;160000;347.3400000
GAZP;60;20220112;170000;346.9400000
GAZP;60;20220112;180000;347.8300000
